LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DEU,GDP,TOT,USD_CAP,A,1984,13683.99602,E
DEU,GDP,TOT,USD_CAP,A,1985,14483.69586,E
DEU,GDP,TOT,USD_CAP,A,1986,15109.61794,E
DEU,GDP,TOT,USD_CAP,A,1987,15706.71306,E
DEU,GDP,TOT,USD_CAP,A,1988,16773.57705,E
DEU,GDP,TOT,USD_CAP,A,1989,17975.41536,E
DEU,GDP,TOT,USD_CAP,A,1990,19450.06974,E
DEU,GDP,TOT,USD_CAP,A,1991,20963.23759,
DEU,GDP,TOT,USD_CAP,A,1992,21710.5243,
DEU,GDP,TOT,USD_CAP,A,1993,21893.25011,
DEU,GDP,TOT,USD_CAP,A,1994,22851.87112,
DEU,GDP,TOT,USD_CAP,A,1995,23686.85653,
DEU,GDP,TOT,USD_CAP,A,1996,24237.15769,
DEU,GDP,TOT,USD_CAP,A,1997,24791.77969,
DEU,GDP,TOT,USD_CAP,A,1998,25559.15599,
DEU,GDP,TOT,USD_CAP,A,1999,26579.73908,
DEU,GDP,TOT,USD_CAP,A,2000,27546.58095,
DEU,GDP,TOT,USD_CAP,A,2001,28790.79903,
DEU,GDP,TOT,USD_CAP,A,2002,29654.21869,
DEU,GDP,TOT,USD_CAP,A,2003,30350.20273,
DEU,GDP,TOT,USD_CAP,A,2004,31837.71113,
DEU,GDP,TOT,USD_CAP,A,2005,32413.54006,
DEU,GDP,TOT,USD_CAP,A,2006,34753.95204,
DEU,GDP,TOT,USD_CAP,A,2007,37017.96634,
DEU,GDP,TOT,USD_CAP,A,2008,38662.60613,
DEU,GDP,TOT,USD_CAP,A,2009,37688.91949,
DEU,GDP,TOT,USD_CAP,A,2010,39955.04588,
DEU,GDP,TOT,USD_CAP,A,2011,42692.50173,
DEU,GDP,TOT,USD_CAP,A,2012,43564.07389,
DEU,GDP,TOT,USD_CAP,A,2013,45231.97175,
DEU,GDP,TOT,USD_CAP,A,2014,47092.21722,
DEU,GDP,TOT,USD_CAP,A,2015,47810.63453,
DEU,GDP,TOT,USD_CAP,A,2016,48942.90715,
DEU,GDP,TOT,USD_CAP,A,2017,50704.51928,
GRC,GDP,TOT,USD_CAP,A,1970,3102.740816,E
GRC,GDP,TOT,USD_CAP,A,1971,3500.826558,E
GRC,GDP,TOT,USD_CAP,A,1972,3997.220802,E
GRC,GDP,TOT,USD_CAP,A,1973,4535.410942,E
GRC,GDP,TOT,USD_CAP,A,1974,4607.554572,E
GRC,GDP,TOT,USD_CAP,A,1975,5305.108045,E
GRC,GDP,TOT,USD_CAP,A,1976,5900.81849,E
GRC,GDP,TOT,USD_CAP,A,1977,6353.452048,E
GRC,GDP,TOT,USD_CAP,A,1978,7197.885083,E
GRC,GDP,TOT,USD_CAP,A,1979,7948.450044,E
GRC,GDP,TOT,USD_CAP,A,1980,8638.049137,E
GRC,GDP,TOT,USD_CAP,A,1981,9215.574663,E
GRC,GDP,TOT,USD_CAP,A,1982,9616.092099,E
GRC,GDP,TOT,USD_CAP,A,1983,9830.701857,E
GRC,GDP,TOT,USD_CAP,A,1984,10332.81627,E
GRC,GDP,TOT,USD_CAP,A,1985,10889.17004,E
GRC,GDP,TOT,USD_CAP,A,1986,11129.48461,E
GRC,GDP,TOT,USD_CAP,A,1987,11117.6774,E
GRC,GDP,TOT,USD_CAP,A,1988,11957.2799,E
GRC,GDP,TOT,USD_CAP,A,1989,12826.51323,E
GRC,GDP,TOT,USD_CAP,A,1990,13207.95058,E
GRC,GDP,TOT,USD_CAP,A,1991,13952.54354,E
GRC,GDP,TOT,USD_CAP,A,1992,14266.07041,E
GRC,GDP,TOT,USD_CAP,A,1993,14292.99615,E
GRC,GDP,TOT,USD_CAP,A,1994,14821.87027,E
GRC,GDP,TOT,USD_CAP,A,1995,15407.61659,
GRC,GDP,TOT,USD_CAP,A,1996,16125.72993,
GRC,GDP,TOT,USD_CAP,A,1997,17146.14884,
GRC,GDP,TOT,USD_CAP,A,1998,18018.69778,
GRC,GDP,TOT,USD_CAP,A,1999,18464.72645,
GRC,GDP,TOT,USD_CAP,A,2000,19515.80848,
GRC,GDP,TOT,USD_CAP,A,2001,20980.97593,
GRC,GDP,TOT,USD_CAP,A,2002,22615.95744,
GRC,GDP,TOT,USD_CAP,A,2003,23868.44444,
GRC,GDP,TOT,USD_CAP,A,2004,25446.33226,
GRC,GDP,TOT,USD_CAP,A,2005,25577.44544,
GRC,GDP,TOT,USD_CAP,A,2006,28523.14572,
GRC,GDP,TOT,USD_CAP,A,2007,29286.80586,
GRC,GDP,TOT,USD_CAP,A,2008,30855.93577,
GRC,GDP,TOT,USD_CAP,A,2009,30359.91034,
GRC,GDP,TOT,USD_CAP,A,2010,28175.74521,
GRC,GDP,TOT,USD_CAP,A,2011,26141.09103,P
GRC,GDP,TOT,USD_CAP,A,2012,25284.40578,P
GRC,GDP,TOT,USD_CAP,A,2013,26097.79752,P
GRC,GDP,TOT,USD_CAP,A,2014,26838.58227,P
GRC,GDP,TOT,USD_CAP,A,2015,26697.04883,P
GRC,GDP,TOT,USD_CAP,A,2016,26764.90834,P
GRC,GDP,TOT,USD_CAP,A,2017,27907.73207,P
HUN,GDP,TOT,USD_CAP,A,1991,8333.275897,E
HUN,GDP,TOT,USD_CAP,A,1992,8279.675894,E
HUN,GDP,TOT,USD_CAP,A,1993,8452.397613,E
HUN,GDP,TOT,USD_CAP,A,1994,8915.262488,E
HUN,GDP,TOT,USD_CAP,A,1995,9175.992499,
HUN,GDP,TOT,USD_CAP,A,1996,9338.510489,
HUN,GDP,TOT,USD_CAP,A,1997,9817.885998,
HUN,GDP,TOT,USD_CAP,A,1998,10403.03108,
HUN,GDP,TOT,USD_CAP,A,1999,10894.75229,
HUN,GDP,TOT,USD_CAP,A,2000,11876.0812,
HUN,GDP,TOT,USD_CAP,A,2001,13241.99657,
HUN,GDP,TOT,USD_CAP,A,2002,14549.58617,
HUN,GDP,TOT,USD_CAP,A,2003,15467.23979,
HUN,GDP,TOT,USD_CAP,A,2004,16251.38087,
HUN,GDP,TOT,USD_CAP,A,2005,17081.77436,
HUN,GDP,TOT,USD_CAP,A,2006,18300.32565,
HUN,GDP,TOT,USD_CAP,A,2007,19026.8398,
HUN,GDP,TOT,USD_CAP,A,2008,20678.67991,
HUN,GDP,TOT,USD_CAP,A,2009,20648.05518,
HUN,GDP,TOT,USD_CAP,A,2010,21555.85913,
HUN,GDP,TOT,USD_CAP,A,2011,22841.21034,
HUN,GDP,TOT,USD_CAP,A,2012,23094.47333,
HUN,GDP,TOT,USD_CAP,A,2013,24463.19939,
HUN,GDP,TOT,USD_CAP,A,2014,25524.7177,
HUN,GDP,TOT,USD_CAP,A,2015,26147.53739,
HUN,GDP,TOT,USD_CAP,A,2016,26700.75602,
HUN,GDP,TOT,USD_CAP,A,2017,28366.70709,
ISL,GDP,TOT,USD_CAP,A,1970,3804.320585,E
ISL,GDP,TOT,USD_CAP,A,1971,4476.02369,E
ISL,GDP,TOT,USD_CAP,A,1972,4882.856259,E
ISL,GDP,TOT,USD_CAP,A,1973,5419.009136,E
ISL,GDP,TOT,USD_CAP,A,1974,6156.986344,E
ISL,GDP,TOT,USD_CAP,A,1975,6686.616685,E
ISL,GDP,TOT,USD_CAP,A,1976,7402.625981,E
ISL,GDP,TOT,USD_CAP,A,1977,8490.218132,E
ISL,GDP,TOT,USD_CAP,A,1978,9557.038345,E
ISL,GDP,TOT,USD_CAP,A,1979,10745.03597,E
ISL,GDP,TOT,USD_CAP,A,1980,12256.44376,E
ISL,GDP,TOT,USD_CAP,A,1981,13812.3369,E
ISL,GDP,TOT,USD_CAP,A,1982,14780.73112,E
ISL,GDP,TOT,USD_CAP,A,1983,14840.75791,E
ISL,GDP,TOT,USD_CAP,A,1984,15837.71638,E
ISL,GDP,TOT,USD_CAP,A,1985,16749.43184,E
ISL,GDP,TOT,USD_CAP,A,1986,18024.0009,E
ISL,GDP,TOT,USD_CAP,A,1987,19838.89874,E
ISL,GDP,TOT,USD_CAP,A,1988,20192.94584,E
ISL,GDP,TOT,USD_CAP,A,1989,20794.18895,E
ISL,GDP,TOT,USD_CAP,A,1990,21640.71367,E
ISL,GDP,TOT,USD_CAP,A,1991,22036.27061,E
ISL,GDP,TOT,USD_CAP,A,1992,21516.43469,E
ISL,GDP,TOT,USD_CAP,A,1993,22090.95357,E
ISL,GDP,TOT,USD_CAP,A,1994,23179.92957,E
ISL,GDP,TOT,USD_CAP,A,1995,23567.47067,
ISL,GDP,TOT,USD_CAP,A,1996,24423.28475,B
ISL,GDP,TOT,USD_CAP,A,1997,26806.77977,
ISL,GDP,TOT,USD_CAP,A,1998,28554.24924,
ISL,GDP,TOT,USD_CAP,A,1999,29363.5883,
ISL,GDP,TOT,USD_CAP,A,2000,29453.94976,
ISL,GDP,TOT,USD_CAP,A,2001,31519.54523,
ISL,GDP,TOT,USD_CAP,A,2002,32211.09892,
ISL,GDP,TOT,USD_CAP,A,2003,32362.88712,
ISL,GDP,TOT,USD_CAP,A,2004,35269.12748,
ISL,GDP,TOT,USD_CAP,A,2005,37069.3273,
ISL,GDP,TOT,USD_CAP,A,2006,38652.10626,
ISL,GDP,TOT,USD_CAP,A,2007,40801.83427,
ISL,GDP,TOT,USD_CAP,A,2008,42455.52669,
ISL,GDP,TOT,USD_CAP,A,2009,41105.4883,
ISL,GDP,TOT,USD_CAP,A,2010,38540.2955,
ISL,GDP,TOT,USD_CAP,A,2011,39623.67472,
ISL,GDP,TOT,USD_CAP,A,2012,40698.06825,
ISL,GDP,TOT,USD_CAP,A,2013,42816.5244,
ISL,GDP,TOT,USD_CAP,A,2014,44544.10545,
ISL,GDP,TOT,USD_CAP,A,2015,47501.77941,
ISL,GDP,TOT,USD_CAP,A,2016,50751.58353,
IRL,GDP,TOT,USD_CAP,A,1970,2464.547913,E
IRL,GDP,TOT,USD_CAP,A,1971,2654.35574,E
IRL,GDP,TOT,USD_CAP,A,1972,2904.129911,E
IRL,GDP,TOT,USD_CAP,A,1973,3155.619445,E
IRL,GDP,TOT,USD_CAP,A,1974,3527.068095,E
IRL,GDP,TOT,USD_CAP,A,1975,4003.790368,E
IRL,GDP,TOT,USD_CAP,A,1976,4214.806714,E
IRL,GDP,TOT,USD_CAP,A,1977,4778.671355,E
IRL,GDP,TOT,USD_CAP,A,1978,5412.265387,E
IRL,GDP,TOT,USD_CAP,A,1979,5942.321436,E
IRL,GDP,TOT,USD_CAP,A,1980,6612.9238,E
IRL,GDP,TOT,USD_CAP,A,1981,7379.613135,E
IRL,GDP,TOT,USD_CAP,A,1982,7931.158523,E
IRL,GDP,TOT,USD_CAP,A,1983,8165.508563,E
IRL,GDP,TOT,USD_CAP,A,1984,8763.406626,E
IRL,GDP,TOT,USD_CAP,A,1985,9291.264588,E
IRL,GDP,TOT,USD_CAP,A,1986,9435.462453,E
IRL,GDP,TOT,USD_CAP,A,1987,10124.54006,E
IRL,GDP,TOT,USD_CAP,A,1988,11063.19338,E
IRL,GDP,TOT,USD_CAP,A,1989,12234.30699,E
IRL,GDP,TOT,USD_CAP,A,1990,13776.7108,E
IRL,GDP,TOT,USD_CAP,A,1991,14427.65715,E
IRL,GDP,TOT,USD_CAP,A,1992,15125.4932,E
IRL,GDP,TOT,USD_CAP,A,1993,15817.78916,E
IRL,GDP,TOT,USD_CAP,A,1994,17027.06302,E
IRL,GDP,TOT,USD_CAP,A,1995,18975.90388,E
IRL,GDP,TOT,USD_CAP,A,1996,20539.15701,E
IRL,GDP,TOT,USD_CAP,A,1997,22676.0709,E
IRL,GDP,TOT,USD_CAP,A,1998,25029.09611,
IRL,GDP,TOT,USD_CAP,A,1999,26995.49654,
IRL,GDP,TOT,USD_CAP,A,2000,30180.54901,
IRL,GDP,TOT,USD_CAP,A,2001,32593.17535,
IRL,GDP,TOT,USD_CAP,A,2002,35211.79711,
IRL,GDP,TOT,USD_CAP,A,2003,36231.19347,
IRL,GDP,TOT,USD_CAP,A,2004,38710.92169,
IRL,GDP,TOT,USD_CAP,A,2005,40437.41144,
IRL,GDP,TOT,USD_CAP,A,2006,44250.12047,
IRL,GDP,TOT,USD_CAP,A,2007,46738.38758,
IRL,GDP,TOT,USD_CAP,A,2008,44216.75145,
IRL,GDP,TOT,USD_CAP,A,2009,41578.78206,
IRL,GDP,TOT,USD_CAP,A,2010,43302.31557,
IRL,GDP,TOT,USD_CAP,A,2011,45176.26932,
IRL,GDP,TOT,USD_CAP,A,2012,46468.78723,
IRL,GDP,TOT,USD_CAP,A,2013,48296.79238,
IRL,GDP,TOT,USD_CAP,A,2014,51468.35572,
IRL,GDP,TOT,USD_CAP,A,2015,69458.8859,
IRL,GDP,TOT,USD_CAP,A,2016,72485.03722,
IRL,GDP,TOT,USD_CAP,A,2017,76484.80593,B
ITA,GDP,TOT,USD_CAP,A,1970,3624.591989,E
ITA,GDP,TOT,USD_CAP,A,1971,3859.839573,E
ITA,GDP,TOT,USD_CAP,A,1972,4151.920413,E
ITA,GDP,TOT,USD_CAP,A,1973,4658.128953,E
ITA,GDP,TOT,USD_CAP,A,1974,5320.853269,E
ITA,GDP,TOT,USD_CAP,A,1975,5658.234152,E
ITA,GDP,TOT,USD_CAP,A,1976,6362.289655,E
ITA,GDP,TOT,USD_CAP,A,1977,6900.587637,E
ITA,GDP,TOT,USD_CAP,A,1978,7597.2702,E
ITA,GDP,TOT,USD_CAP,A,1979,8689.443,E
ITA,GDP,TOT,USD_CAP,A,1980,9777.857869,E
ITA,GDP,TOT,USD_CAP,A,1981,10766.4211,E
ITA,GDP,TOT,USD_CAP,A,1982,11474.89111,E
ITA,GDP,TOT,USD_CAP,A,1983,12063.02926,E
ITA,GDP,TOT,USD_CAP,A,1984,12891.12557,E
ITA,GDP,TOT,USD_CAP,A,1985,13671.87441,E
ITA,GDP,TOT,USD_CAP,A,1986,14345.83651,E
ITA,GDP,TOT,USD_CAP,A,1987,15179.90855,E
ITA,GDP,TOT,USD_CAP,A,1988,16362.41473,E
ITA,GDP,TOT,USD_CAP,A,1989,17561.38625,E
ITA,GDP,TOT,USD_CAP,A,1990,18557.11805,E
ITA,GDP,TOT,USD_CAP,A,1991,19450.48156,E
ITA,GDP,TOT,USD_CAP,A,1992,20052.20598,E
ITA,GDP,TOT,USD_CAP,A,1993,20341.7976,E
ITA,GDP,TOT,USD_CAP,A,1994,21217.23607,E
ITA,GDP,TOT,USD_CAP,A,1995,22284.68804,
ITA,GDP,TOT,USD_CAP,A,1996,22963.13948,
ITA,GDP,TOT,USD_CAP,A,1997,23807.98888,
ITA,GDP,TOT,USD_CAP,A,1998,24926.59073,
ITA,GDP,TOT,USD_CAP,A,1999,25531.62178,
ITA,GDP,TOT,USD_CAP,A,2000,27022.87547,
ITA,GDP,TOT,USD_CAP,A,2001,27953.08281,
ITA,GDP,TOT,USD_CAP,A,2002,28621.2456,
ITA,GDP,TOT,USD_CAP,A,2003,29028.95734,
ITA,GDP,TOT,USD_CAP,A,2004,29376.67703,
ITA,GDP,TOT,USD_CAP,A,2005,29937.5842,
ITA,GDP,TOT,USD_CAP,A,2006,32178.7437,
ITA,GDP,TOT,USD_CAP,A,2007,33788.78666,
ITA,GDP,TOT,USD_CAP,A,2008,35154.80175,
ITA,GDP,TOT,USD_CAP,A,2009,34228.04698,
ITA,GDP,TOT,USD_CAP,A,2010,34718.76652,
ITA,GDP,TOT,USD_CAP,A,2011,35935.48395,
ITA,GDP,TOT,USD_CAP,A,2012,35757.02368,
ITA,GDP,TOT,USD_CAP,A,2013,35885.39085,
ITA,GDP,TOT,USD_CAP,A,2014,36070.8482,
ITA,GDP,TOT,USD_CAP,A,2015,36640.09372,
ITA,GDP,TOT,USD_CAP,A,2016,38380.16238,
ITA,GDP,TOT,USD_CAP,A,2017,39807.12577,
JPN,GDP,TOT,USD_CAP,A,1970,3261.926394,E
JPN,GDP,TOT,USD_CAP,A,1971,3553.331245,E
JPN,GDP,TOT,USD_CAP,A,1972,3964.939107,E
JPN,GDP,TOT,USD_CAP,A,1973,4413.449582,E
JPN,GDP,TOT,USD_CAP,A,1974,4686.287589,E
JPN,GDP,TOT,USD_CAP,A,1975,5214.229455,E
JPN,GDP,TOT,USD_CAP,A,1976,5655.683649,E
JPN,GDP,TOT,USD_CAP,A,1977,6209.093337,E
JPN,GDP,TOT,USD_CAP,A,1978,6932.067375,E
JPN,GDP,TOT,USD_CAP,A,1979,7850.335799,E
JPN,GDP,TOT,USD_CAP,A,1980,8730.1488,
JPN,GDP,TOT,USD_CAP,A,1981,9850.164871,
JPN,GDP,TOT,USD_CAP,A,1982,10752.39999,
JPN,GDP,TOT,USD_CAP,A,1983,11496.07438,
JPN,GDP,TOT,USD_CAP,A,1984,12327.56507,
JPN,GDP,TOT,USD_CAP,A,1985,13339.0844,
JPN,GDP,TOT,USD_CAP,A,1986,13967.6639,
JPN,GDP,TOT,USD_CAP,A,1987,14922.90057,
JPN,GDP,TOT,USD_CAP,A,1988,16473.27073,
JPN,GDP,TOT,USD_CAP,A,1989,17857.56359,
JPN,GDP,TOT,USD_CAP,A,1990,19424.8855,
JPN,GDP,TOT,USD_CAP,A,1991,20740.33496,
JPN,GDP,TOT,USD_CAP,A,1992,21329.45475,
JPN,GDP,TOT,USD_CAP,A,1993,21687.57564,
JPN,GDP,TOT,USD_CAP,A,1994,22370.82071,
JPN,GDP,TOT,USD_CAP,A,1995,23403.78458,
JPN,GDP,TOT,USD_CAP,A,1996,24516.03069,
JPN,GDP,TOT,USD_CAP,A,1997,25144.05417,
JPN,GDP,TOT,USD_CAP,A,1998,25062.80956,
JPN,GDP,TOT,USD_CAP,A,1999,25334.51015,
JPN,GDP,TOT,USD_CAP,A,2000,26841.4079,
JPN,GDP,TOT,USD_CAP,A,2001,27499.36187,
JPN,GDP,TOT,USD_CAP,A,2002,28170.05438,
JPN,GDP,TOT,USD_CAP,A,2003,28940.63109,
JPN,GDP,TOT,USD_CAP,A,2004,30368.2328,
JPN,GDP,TOT,USD_CAP,A,2005,31667.91436,
JPN,GDP,TOT,USD_CAP,A,2006,33103.05265,
JPN,GDP,TOT,USD_CAP,A,2007,34507.89646,
JPN,GDP,TOT,USD_CAP,A,2008,34803.65781,
JPN,GDP,TOT,USD_CAP,A,2009,33196.05004,
JPN,GDP,TOT,USD_CAP,A,2010,35007.70177,
JPN,GDP,TOT,USD_CAP,A,2011,35775.25633,
JPN,GDP,TOT,USD_CAP,A,2012,37213.8374,
JPN,GDP,TOT,USD_CAP,A,2013,39008.36056,
JPN,GDP,TOT,USD_CAP,A,2014,39183.46568,
JPN,GDP,TOT,USD_CAP,A,2015,40727.25449,
JPN,GDP,TOT,USD_CAP,A,2016,42292.68131,
KOR,GDP,TOT,USD_CAP,A,1970,605.496652,
KOR,GDP,TOT,USD_CAP,A,1971,689.0386,
KOR,GDP,TOT,USD_CAP,A,1972,755.973195,
KOR,GDP,TOT,USD_CAP,A,1973,899.256008,
KOR,GDP,TOT,USD_CAP,A,1974,1054.543538,
KOR,GDP,TOT,USD_CAP,A,1975,1222.065202,
KOR,GDP,TOT,USD_CAP,A,1976,1435.112529,
KOR,GDP,TOT,USD_CAP,A,1977,1684.800485,
KOR,GDP,TOT,USD_CAP,A,1978,1967.275517,
KOR,GDP,TOT,USD_CAP,A,1979,2278.567636,
KOR,GDP,TOT,USD_CAP,A,1980,2404.011464,
KOR,GDP,TOT,USD_CAP,A,1981,2773.613665,
KOR,GDP,TOT,USD_CAP,A,1982,3140.242341,
KOR,GDP,TOT,USD_CAP,A,1983,3642.391782,
KOR,GDP,TOT,USD_CAP,A,1984,4114.367508,
KOR,GDP,TOT,USD_CAP,A,1985,4530.215211,
KOR,GDP,TOT,USD_CAP,A,1986,5089.46514,
KOR,GDP,TOT,USD_CAP,A,1987,5812.477102,
KOR,GDP,TOT,USD_CAP,A,1988,6666.640218,
KOR,GDP,TOT,USD_CAP,A,1989,7339.713249,
KOR,GDP,TOT,USD_CAP,A,1990,8276.08959,
KOR,GDP,TOT,USD_CAP,A,1991,9343.913932,
KOR,GDP,TOT,USD_CAP,A,1992,10042.26205,
KOR,GDP,TOT,USD_CAP,A,1993,10874.01429,
KOR,GDP,TOT,USD_CAP,A,1994,12006.3735,
KOR,GDP,TOT,USD_CAP,A,1995,13295.51704,
KOR,GDP,TOT,USD_CAP,A,1996,14428.17143,
KOR,GDP,TOT,USD_CAP,A,1997,15399.08584,
KOR,GDP,TOT,USD_CAP,A,1998,14608.68373,
KOR,GDP,TOT,USD_CAP,A,1999,16392.69505,
KOR,GDP,TOT,USD_CAP,A,2000,18083.1268,
KOR,GDP,TOT,USD_CAP,A,2001,19184.45252,
KOR,GDP,TOT,USD_CAP,A,2002,20774.99003,
KOR,GDP,TOT,USD_CAP,A,2003,21374.64405,
KOR,GDP,TOT,USD_CAP,A,2004,22946.99362,
KOR,GDP,TOT,USD_CAP,A,2005,24196.20341,
KOR,GDP,TOT,USD_CAP,A,2006,25827.9503,
KOR,GDP,TOT,USD_CAP,A,2007,27822.65326,
KOR,GDP,TOT,USD_CAP,A,2008,28655.81293,
KOR,GDP,TOT,USD_CAP,A,2009,28320.22437,
KOR,GDP,TOT,USD_CAP,A,2010,30376.94049,
KOR,GDP,TOT,USD_CAP,A,2011,31228.28432,
KOR,GDP,TOT,USD_CAP,A,2012,32097.07001,
KOR,GDP,TOT,USD_CAP,A,2013,32615.7034,
KOR,GDP,TOT,USD_CAP,A,2014,33587.35769,
KOR,GDP,TOT,USD_CAP,A,2015,35203.69758,
KOR,GDP,TOT,USD_CAP,A,2016,36532.26382,P
LUX,GDP,TOT,USD_CAP,A,1970,5446.629728,E
LUX,GDP,TOT,USD_CAP,A,1971,5820.929939,E
LUX,GDP,TOT,USD_CAP,A,1972,6395.188835,E
LUX,GDP,TOT,USD_CAP,A,1973,7222.490806,E
LUX,GDP,TOT,USD_CAP,A,1974,8096.606569,E
LUX,GDP,TOT,USD_CAP,A,1975,8175.345077,E
LUX,GDP,TOT,USD_CAP,A,1976,8798.53258,E
LUX,GDP,TOT,USD_CAP,A,1977,9472.609281,E
LUX,GDP,TOT,USD_CAP,A,1978,10533.333,E
LUX,GDP,TOT,USD_CAP,A,1979,11641.48796,E
LUX,GDP,TOT,USD_CAP,A,1980,12748.92989,E
LUX,GDP,TOT,USD_CAP,A,1981,13824.46526,E
LUX,GDP,TOT,USD_CAP,A,1982,14840.07461,E
LUX,GDP,TOT,USD_CAP,A,1983,15882.76636,E
LUX,GDP,TOT,USD_CAP,A,1984,17449.53408,E
LUX,GDP,TOT,USD_CAP,A,1985,18480.28229,E
LUX,GDP,TOT,USD_CAP,A,1986,20639.71994,E
LUX,GDP,TOT,USD_CAP,A,1987,21860.12614,E
LUX,GDP,TOT,USD_CAP,A,1988,24330.25556,E
LUX,GDP,TOT,USD_CAP,A,1989,27480.85811,E
LUX,GDP,TOT,USD_CAP,A,1990,29675.52512,E
LUX,GDP,TOT,USD_CAP,A,1991,32866.35847,E
LUX,GDP,TOT,USD_CAP,A,1992,33764.9556,E
LUX,GDP,TOT,USD_CAP,A,1993,35513.58554,E
LUX,GDP,TOT,USD_CAP,A,1994,37114.32358,E
LUX,GDP,TOT,USD_CAP,A,1995,39547.10821,
LUX,GDP,TOT,USD_CAP,A,1996,41311.13078,
LUX,GDP,TOT,USD_CAP,A,1997,42785.60093,
LUX,GDP,TOT,USD_CAP,A,1998,44308.63965,
LUX,GDP,TOT,USD_CAP,A,1999,50526.65319,
LUX,GDP,TOT,USD_CAP,A,2000,55254.59079,
LUX,GDP,TOT,USD_CAP,A,2001,55898.70518,
LUX,GDP,TOT,USD_CAP,A,2002,58709.01536,
LUX,GDP,TOT,USD_CAP,A,2003,59951.29111,
LUX,GDP,TOT,USD_CAP,A,2004,64016.23602,
LUX,GDP,TOT,USD_CAP,A,2005,68140.65238,
LUX,GDP,TOT,USD_CAP,A,2006,77914.03879,
LUX,GDP,TOT,USD_CAP,A,2007,83843.72953,
LUX,GDP,TOT,USD_CAP,A,2008,86591.98546,
LUX,GDP,TOT,USD_CAP,A,2009,82191.59886,
LUX,GDP,TOT,USD_CAP,A,2010,85598.23106,
LUX,GDP,TOT,USD_CAP,A,2011,91814.03661,
LUX,GDP,TOT,USD_CAP,A,2012,91526.72071,
LUX,GDP,TOT,USD_CAP,A,2013,95246.11389,
LUX,GDP,TOT,USD_CAP,A,2014,101274.8516,
LUX,GDP,TOT,USD_CAP,A,2015,102553.8613,
LUX,GDP,TOT,USD_CAP,A,2016,102019.4583,
LUX,GDP,TOT,USD_CAP,A,2017,104091.4116,
MEX,GDP,TOT,USD_CAP,A,1970,1714.012936,E
MEX,GDP,TOT,USD_CAP,A,1971,1814.012653,E
MEX,GDP,TOT,USD_CAP,A,1972,1986.570912,E
MEX,GDP,TOT,USD_CAP,A,1973,2197.436541,E
MEX,GDP,TOT,USD_CAP,A,1974,2461.182383,E
MEX,GDP,TOT,USD_CAP,A,1975,2753.338984,E
